Unique-id,namea,OffTask,Avgright,Avgbug,Avghelp,Avgchoice,Avgstring,Avgnumber,Avgpoint,Avgpchange,Avgtime,AvgtimeSDnormed,Avgtimelast3SDnormed,Avgtimelast5SDnormed,Avgnotright,Avghowmanywrong-up,Avghelppct-up,Avgwrongpct-up,Avgtimeperact-up,AvgPrev3Count-up,AvgPrev5Count-up,Avgrecent8help,Avg recent5wrong,Avgmanywrong-up,AvgasymptoteA-up,AvgasymptoteB-up,help,Pknow-2,time,Avg_Time_Per_Action,Help_Ratio_rolling,Time_Diff,Percentage_Correct,Cumulative_Knowledge_Change,Total_Actions,Total_Correct_Actions,Help_Request_Frequency,Help_Request_Ratio,Avg_Time_Between_Actions
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,0,0.998916343,59,13.4,0.0,54.0,20.0,4.852595938,5,5.0,0,0.0,14.75
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,0,0.769064144,2,4.2,0.0,0.0,16.0,0.769064144,5,4.0,0,0.0,1.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,0,0.888286674,4,4.2,0.0,2.0,16.0,1.657350818,5,4.0,0,0.0,1.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,0,0.227491469,4,4.2,0.0,0.0,16.0,1.884842287,5,4.0,0,0.0,1.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,0,0.227491469,5,4.2,0.0,1.0,16.0,2.112333756,5,4.0,0,0.0,1.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,0,0.227491469,6,4.2,0.0,1.0,16.0,2.339825225,5,4.0,0,0.0,1.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37,stuZ9idg5l,N,1.0,0.0,0,0,0,0,0,0.0,4.666666667,-0.518529913,-0.913051024,-1.534802973,0.0,0.0,0,0.0,8.05952381,0.0,0.0,0,0.0,0.0,0,0,0,0.999899152,1,4.666666666666667,0.0,0.0,33.33,0.999899152,3,3.0,0,0.0,5.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37,stuZ9idg5l,N,1.0,0.0,0,0,0,0,0,0.0,4.666666667,-0.518529913,-0.913051024,-1.534802973,0.0,0.0,0,0.0,8.05952381,0.0,0.0,0,0.0,0.0,0,0,0,0.999899152,2,4.666666666666667,0.0,1.0,33.33,1.999798304,3,3.0,0,0.0,5.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37,stuZ9idg5l,N,1.0,0.0,0,0,0,0,0,0.0,4.666666667,-0.518529913,-0.913051024,-1.534802973,0.0,0.0,0,0.0,8.05952381,0.0,0.0,0,0.0,0.0,0,0,0,0.999999919,11,4.666666666666667,0.0,9.0,33.33,2.999798223,3,3.0,0,0.0,5.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-38,stuZr7514u,N,1.0,0.0,0,0,0,0,0,0.5,7.0,-0.317093966,0.073434035,-0.75248538,0.0,0.5,0,0.0,4.3125,0.0,0.0,0,0.5,0.0,0,0,0,0.28609832,2,7.0,0.0,0.0,50.0,0.28609832,2,2.0,0,0.0,10.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-38,stuZr7514u,N,1.0,0.0,0,0,0,0,0,0.5,7.0,-0.317093966,0.073434035,-0.75248538,0.0,0.5,0,0.0,4.3125,0.0,0.0,0,0.5,0.0,0,0,0,0.988464307,12,7.0,0.0,10.0,50.0,1.274562627,2,2.0,0,0.0,10.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39,stuZ4lil98,N,0.8,0.0,0,0,0,0,0,0.0,4.4,-0.376478084,-1.052909667,-1.798903246,0.2,0.2,0,0.2,7.05,0.0,0.0,0,0.0,0.0,0,0,0,0.888286674,2,4.4,0.0,0.0,16.0,0.888286674,5,4.0,0,0.0,1.25
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39,stuZ4lil98,N,0.8,0.0,0,0,0,0,0,0.0,4.4,-0.376478084,-1.052909667,-1.798903246,0.2,0.2,0,0.2,7.05,0.0,0.0,0,0.0,0.0,0,0,0,0.999899152,3,4.4,0.0,1.0,16.0,1.888185826,5,4.0,0,0.0,1.25
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39,stuZ4lil98,N,0.8,0.0,0,0,0,0,0,0.0,4.4,-0.376478084,-1.052909667,-1.798903246,0.2,0.2,0,0.2,7.05,0.0,0.0,0,0.0,0.0,0,0,0,0.988464307,3,4.4,0.0,0.0,16.0,2.876650133,5,4.0,0,0.0,1.25
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39,stuZ4lil98,N,0.8,0.0,0,0,0,0,0,0.0,4.4,-0.376478084,-1.052909667,-1.798903246,0.2,0.2,0,0.2,7.05,0.0,0.0,0,0.0,0.0,0,0,0,0.988464307,7,4.4,0.0,4.0,16.0,3.86511444,5,4.0,0,0.0,1.25
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39,stuZ4lil98,N,0.8,0.0,0,0,0,0,0,0.0,4.4,-0.376478084,-1.052909667,-1.798903246,0.2,0.2,0,0.2,7.05,0.0,0.0,0,0.0,0.0,0,0,0,0.965894702,7,4.4,0.0,0.0,16.0,4.831009142,5,4.0,0,0.0,1.25
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-4,stuZet5bzv,N,0.5,0.0,0,0,0,0,0,0.5,18.0,-0.162564468,-0.62424141,3.08328834,0.5,3.75,0,0.5,19.41666667,0.5,1.5,0,2.25,0.25,0,0,0,0.888286674,0,18.0,0.0,0.0,12.5,0.888286674,4,2.0,0,0.0,20.33333333333333
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-4,stuZet5bzv,N,0.5,0.0,0,0,0,0,0,0.5,18.0,-0.162564468,-0.62424141,3.08328834,0.5,3.75,0,0.5,19.41666667,0.5,1.5,0,2.25,0.25,0,0,0,0.888286674,4,18.0,0.0,4.0,12.5,1.776573348,4,2.0,0,0.0,20.33333333333333
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-4,stuZet5bzv,N,0.5,0.0,0,0,0,0,0,0.5,18.0,-0.162564468,-0.62424141,3.08328834,0.5,3.75,0,0.5,19.41666667,0.5,1.5,0,2.25,0.25,0,0,0,0.888286674,7,18.0,0.0,3.0,12.5,2.664860022,4,2.0,0,0.0,20.33333333333333
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-4,stuZet5bzv,N,0.5,0.0,0,0,0,0,0,0.5,18.0,-0.162564468,-0.62424141,3.08328834,0.5,3.75,0,0.5,19.41666667,0.5,1.5,0,2.25,0.25,0,0,0,0.988464307,61,18.0,0.0,54.0,12.5,3.653324329,4,2.0,0,0.0,20.33333333333333
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-40,stuZ5qilc2,N,0.75,0.25,0,0,0,0,0,0.0,15.75,0.294181816,-0.292442861,-0.19457663,0.25,0.25,0,0.25,23.6875,0.0,0.0,0,0.0,0.0,0,0,0,0.999899152,3,15.75,0.0,0.0,18.75,0.999899152,4,3.0,0,0.0,14.333333333333334
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-40,stuZ5qilc2,N,0.75,0.25,0,0,0,0,0,0.0,15.75,0.294181816,-0.292442861,-0.19457663,0.25,0.25,0,0.25,23.6875,0.0,0.0,0,0.0,0.0,0,0,0,0.998916343,4,15.75,0.0,1.0,18.75,1.998815495,4,3.0,0,0.0,14.333333333333334
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-40,stuZ5qilc2,N,0.75,0.25,0,0,0,0,0,0.0,15.75,0.294181816,-0.292442861,-0.19457663,0.25,0.25,0,0.25,23.6875,0.0,0.0,0,0.0,0.0,0,0,0,0.998916343,10,15.75,0.0,6.0,18.75,2.997731838,4,3.0,0,0.0,14.333333333333334
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-40,stuZ5qilc2,N,0.75,0.25,0,0,0,0,0,0.0,15.75,0.294181816,-0.292442861,-0.19457663,0.25,0.25,0,0.25,23.6875,0.0,0.0,0,0.0,0.0,0,0,0,0.28609832,46,15.75,0.0,36.0,18.75,3.283830158,4,3.0,0,0.0,14.333333333333334
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-42,stuZxoxmpe,N,1.0,0.0,0,0,0,0,0,0.0,18.0,-0.210021322,-0.877109498,-1.34069668,0.0,0.0,0,0.0,26.0,0.0,0.0,0,1.0,0.0,0,0,0,0.998916343,18,18.0,0.0,0.0,100.0,0.998916343,1,1.0,0,0.0,0.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-44,stuZet5bzv,N,1.0,0.0,0,0,0,0,0,0.5,9.0,-0.400070808,-0.901199296,-1.582328032,0.0,1.5,0,0.0,13.48809524,0.5,0.5,0,1.0,0.0,0,0,0,0.620169849,9,9.0,0.0,0.0,50.0,0.620169849,2,2.0,0,0.0,0.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-44,stuZet5bzv,N,1.0,0.0,0,0,0,0,0,0.5,9.0,-0.400070808,-0.901199296,-1.582328032,0.0,1.5,0,0.0,13.48809524,0.5,0.5,0,1.0,0.0,0,0,0,0.94659377,9,9.0,0.0,0.0,50.0,1.566763619,2,2.0,0,0.0,0.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-45,stuZgkj7bs,N,1.0,0.0,0,0,0,0,0,0.0,29.0,0.747642354,-0.159461575,-1.768798127,0.0,1.0,0,0.0,21.0,0.0,0.0,0,0.0,0.0,0,0,0,0.988464307,29,29.0,0.0,0.0,100.0,0.988464307,1,1.0,0,0.0,0.0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-46,stuZbsj5kw,N,1.0,0.0,0,0,0,0,0,0.0,13.5,0.087807995,0.297068432,-0.528850983,0.0,0.5,0,0.0,8.571428571,0.0,0.0,0,0.5,0.0,0,0,0,0.769064144,2,13.5,0.0,0.0,50.0,0.769064144,2,2.0,0,0.0,23.0
